"","Time","sample","value","strain","replicate","media","background"
"5089",1065,"F1",0.26339513,"overproducer ∆metJ","1","Met (-)","mutant"
"5090",1065,"F2",0.55139513,"overproducer ∆metJ","2","Met (-)","mutant"
"5091",1065,"F3",0.56639513,"overproducer ∆metJ","3","Met (-)","mutant"
"5092",1065,"F4",0.51239513,"wild-type (unsupplemented)","1","Met (-)","wt"
"5093",1065,"F5",0.37239513,"wild-type (unsupplemented)","2","Met (-)","wt"
"5094",1065,"F6",0.52039513,"wild-type (unsupplemented)","3","Met (-)","wt"
"5095",1065,"F7",1.01539513,"auxotroph ∆metB","1","Met (+)","mutant"
"5096",1065,"F8",0.51739513,"auxotroph ∆metB","2","Met (+)","mutant"
"5097",1065,"F9",0.99639513,"auxotroph ∆metB","3","Met (+)","mutant"
"5098",1065,"F10",0.56439513,"wild-type (supplemented)","1","Met (+)","wt"
"5099",1065,"F11",0.61639513,"wild-type (supplemented)","2","Met (+)","wt"
"5100",1065,"F12",0.45139513,"wild-type (supplemented)","3","Met (+)","wt"
"5101",1065,"G1",0.31739513,"overproducer ∆metJ","1","Met (-)","mutant"
"5102",1065,"G2",0.58239513,"overproducer ∆metJ","2","Met (-)","mutant"
"5103",1065,"G3",0.67039513,"overproducer ∆metJ","3","Met (-)","mutant"
"5104",1065,"G4",0.47739513,"wild-type (unsupplemented)","1","Met (-)","wt"
"5105",1065,"G5",0.42839513,"wild-type (unsupplemented)","2","Met (-)","wt"
"5106",1065,"G6",0.46639513,"wild-type (unsupplemented)","3","Met (-)","wt"
"5107",1065,"G7",0.99439513,"auxotroph ∆metB","1","Met (+)","mutant"
"5108",1065,"G8",0.53239513,"auxotroph ∆metB","2","Met (+)","mutant"
"5109",1065,"G9",0.98239513,"auxotroph ∆metB","3","Met (+)","mutant"
"5110",1065,"G10",0.49439513,"wild-type (supplemented)","1","Met (+)","wt"
"5111",1065,"G11",0.61339513,"wild-type (supplemented)","2","Met (+)","wt"
"5112",1065,"G12",0.49339513,"wild-type (supplemented)","3","Met (+)","wt"
"5113",1080,"B1",0.32239513,"overproducer ∆metJ","1","Met (-)","mutant"
"5114",1080,"B2",0.62039513,"overproducer ∆metJ","2","Met (-)","mutant"
"5115",1080,"B3",0.57839513,"overproducer ∆metJ","3","Met (-)","mutant"
"5116",1080,"B4",0.56539513,"wild-type (unsupplemented)","1","Met (-)","wt"
"5117",1080,"B5",0.63139513,"wild-type (unsupplemented)","2","Met (-)","wt"
"5118",1080,"B6",0.61239513,"wild-type (unsupplemented)","3","Met (-)","wt"
"5119",1080,"B7",1.02839513,"auxotroph ∆metB","1","Met (+)","mutant"
"5120",1080,"B8",0.79639513,"auxotroph ∆metB","2","Met (+)","mutant"
"5121",1080,"B9",1.02139513,"auxotroph ∆metB","3","Met (+)","mutant"
"5122",1080,"B10",0.66939513,"wild-type (supplemented)","1","Met (+)","wt"
"5123",1080,"B11",0.56539513,"wild-type (supplemented)","2","Met (+)","wt"
"5124",1080,"B12",0.68139513,"wild-type (supplemented)","3","Met (+)","wt"
"5125",1080,"C1",0.32739513,"overproducer ∆metJ","1","Met (-)","mutant"
"5126",1080,"C2",0.62639513,"overproducer ∆metJ","2","Met (-)","mutant"
"5127",1080,"C3",0.62239513,"overproducer ∆metJ","3","Met (-)","mutant"
"5128",1080,"C4",0.63039513,"wild-type (unsupplemented)","1","Met (-)","wt"
"5129",1080,"C5",0.54239513,"wild-type (unsupplemented)","2","Met (-)","wt"
"5130",1080,"C6",0.73439513,"wild-type (unsupplemented)","3","Met (-)","wt"
"5131",1080,"C7",0.96839513,"auxotroph ∆metB","1","Met (+)","mutant"
"5132",1080,"C8",0.81339513,"auxotroph ∆metB","2","Met (+)","mutant"
"5133",1080,"C9",1.00439513,"auxotroph ∆metB","3","Met (+)","mutant"
"5134",1080,"C10",0.72039513,"wild-type (supplemented)","1","Met (+)","wt"
"5135",1080,"C11",0.54939513,"wild-type (supplemented)","2","Met (+)","wt"
"5136",1080,"C12",0.65339513,"wild-type (supplemented)","3","Met (+)","wt"
"5137",1080,"D1",0.38039513,"overproducer ∆metJ","1","Met (-)","mutant"
"5138",1080,"D2",0.62839513,"overproducer ∆metJ","2","Met (-)","mutant"
"5139",1080,"D3",0.62939513,"overproducer ∆metJ","3","Met (-)","mutant"
"5140",1080,"D4",0.55539513,"wild-type (unsupplemented)","1","Met (-)","wt"
"5141",1080,"D5",0.50139513,"wild-type (unsupplemented)","2","Met (-)","wt"
"5142",1080,"D6",0.56439513,"wild-type (unsupplemented)","3","Met (-)","wt"
"5143",1080,"D7",1.01039513,"auxotroph ∆metB","1","Met (+)","mutant"
"5144",1080,"D8",0.57739513,"auxotroph ∆metB","2","Met (+)","mutant"
"5145",1080,"D9",0.99039513,"auxotroph ∆metB","3","Met (+)","mutant"
"5146",1080,"D10",0.64139513,"wild-type (supplemented)","1","Met (+)","wt"
"5147",1080,"D11",0.49139513,"wild-type (supplemented)","2","Met (+)","wt"
"5148",1080,"D12",0.61339513,"wild-type (supplemented)","3","Met (+)","wt"
"5149",1080,"E1",0.31239513,"overproducer ∆metJ","1","Met (-)","mutant"
"5150",1080,"E2",0.53539513,"overproducer ∆metJ","2","Met (-)","mutant"
"5151",1080,"E3",0.58439513,"overproducer ∆metJ","3","Met (-)","mutant"
"5152",1080,"E4",0.56739513,"wild-type (unsupplemented)","1","Met (-)","wt"
"5153",1080,"E5",0.46139513,"wild-type (unsupplemented)","2","Met (-)","wt"
"5154",1080,"E6",0.50339513,"wild-type (unsupplemented)","3","Met (-)","wt"
"5155",1080,"E7",0.94939513,"auxotroph ∆metB","1","Met (+)","mutant"
"5156",1080,"E8",0.68639513,"auxotroph ∆metB","2","Met (+)","mutant"
"5157",1080,"E9",0.96539513,"auxotroph ∆metB","3","Met (+)","mutant"
"5158",1080,"E10",0.63239513,"wild-type (supplemented)","1","Met (+)","wt"
"5159",1080,"E11",0.56839513,"wild-type (supplemented)","2","Met (+)","wt"
"5160",1080,"E12",0.59739513,"wild-type (supplemented)","3","Met (+)","wt"
"5161",1080,"F1",0.27939513,"overproducer ∆metJ","1","Met (-)","mutant"
"5162",1080,"F2",0.57139513,"overproducer ∆metJ","2","Met (-)","mutant"
"5163",1080,"F3",0.56839513,"overproducer ∆metJ","3","Met (-)","mutant"
"5164",1080,"F4",0.51439513,"wild-type (unsupplemented)","1","Met (-)","wt"
"5165",1080,"F5",0.37139513,"wild-type (unsupplemented)","2","Met (-)","wt"
"5166",1080,"F6",0.52839513,"wild-type (unsupplemented)","3","Met (-)","wt"
"5167",1080,"F7",1.00039513,"auxotroph ∆metB","1","Met (+)","mutant"
"5168",1080,"F8",0.52139513,"auxotroph ∆metB","2","Met (+)","mutant"
"5169",1080,"F9",0.97239513,"auxotroph ∆metB","3","Met (+)","mutant"
"5170",1080,"F10",0.57339513,"wild-type (supplemented)","1","Met (+)","wt"
"5171",1080,"F11",0.63539513,"wild-type (supplemented)","2","Met (+)","wt"
"5172",1080,"F12",0.48539513,"wild-type (supplemented)","3","Met (+)","wt"
"5173",1080,"G1",0.36739513,"overproducer ∆metJ","1","Met (-)","mutant"
"5174",1080,"G2",0.57839513,"overproducer ∆metJ","2","Met (-)","mutant"
"5175",1080,"G3",0.66839513,"overproducer ∆metJ","3","Met (-)","mutant"
"5176",1080,"G4",0.47939513,"wild-type (unsupplemented)","1","Met (-)","wt"
"5177",1080,"G5",0.42639513,"wild-type (unsupplemented)","2","Met (-)","wt"
